#observed;actual;antenna;datetime
0;1;32;02/07/15 12:04 PM
0;1;32;02/07/15 12:05 PM
0;0;32;02/07/15 12:06 PM
0;1;32;02/07/15 12:07 PM
0;0;32;02/07/15 12:08 PM
0;1;32;02/07/15 12:09 PM
0;0;32;02/07/15 12:10 PM
0;0;32;02/07/15 12:11 PM
0;1;32;02/07/15 12:12 PM
0;0;32;02/07/15 12:13 PM
0;1;32;02/07/15 12:14 PM
0;2;32;02/07/15 12:15 PM
0;1;32;02/07/15 12:16 PM
0;1;32;02/07/15 12:17 PM
0;1;32;02/07/15 12:18 PM
0;0;32;02/07/15 12:19 PM
0;0;32;02/07/15 12:20 PM
0;0;32;02/07/15 12:21 PM
0;0;32;02/07/15 12:22 PM
0;0;32;02/07/15 12:23 PM
0;1;32;02/07/15 12:24 PM
0;2;32;02/07/15 12:25 PM
0;1;32;02/07/15 12:26 PM
0;0;32;02/07/15 12:27 PM
0;2;32;02/07/15 12:28 PM
0;2;32;02/07/15 12:29 PM
0;1;32;02/07/15 12:30 PM
0;2;32;02/07/15 12:31 PM
0;0;32;02/07/15 12:32 PM
0;0;32;02/07/15 12:33 PM
0;0;32;02/07/15 12:34 PM
0;0;32;02/07/15 12:35 PM
0;1;32;02/07/15 12:36 PM
0;0;32;02/07/15 12:37 PM
0;0;32;02/07/15 12:38 PM
0;1;32;02/07/15 12:39 PM
0;0;32;02/07/15 12:40 PM
0;0;32;02/07/15 12:41 PM
